instant,dteday,season,year,month,hour,holiday,day,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,count,activity_cluster
207,2011-01-09,Spring,2011,Jan,21,0,Sun,Weekend,Clear,0.14,0.1061,0.46,0.4179,1,19,20,Low Activity
208,2011-01-09,Spring,2011,Jan,22,0,Sun,Weekend,Clear,0.14,0.1212,0.46,0.2985,5,10,15,Low Activity
209,2011-01-09,Spring,2011,Jan,23,0,Sun,Weekend,Clear,0.12,0.1364,0.5,0.194,0,6,6,Low Activity
210,2011-01-10,Spring,2011,Jan,0,0,Mon,Weekday,Clear,0.12,0.1212,0.5,0.2836,2,3,5,Low Activity
211,2011-01-10,Spring,2011,Jan,1,0,Mon,Weekday,Clear,0.12,0.1212,0.5,0.2836,1,0,1,Low Activity
212,2011-01-10,Spring,2011,Jan,2,0,Mon,Weekday,Clear,0.12,0.1212,0.5,0.2239,0,3,3,Low Activity
213,2011-01-10,Spring,2011,Jan,3,0,Mon,Weekday,Clear,0.12,0.1212,0.5,0.2239,0,1,1,Low Activity
214,2011-01-10,Spring,2011,Jan,4,0,Mon,Weekday,Clear,0.1,0.1212,0.54,0.1343,1,2,3,Low Activity
215,2011-01-10,Spring,2011,Jan,5,0,Mon,Weekday,Clear,0.1,0.1061,0.54,0.2537,0,3,3,Low Activity
216,2011-01-10,Spring,2011,Jan,6,0,Mon,Weekday,Clear,0.12,0.1212,0.5,0.2836,0,31,31,Low Activity
217,2011-01-10,Spring,2011,Jan,7,0,Mon,Weekday,Clear,0.12,0.1212,0.5,0.2239,2,75,77,Medium Activity
218,2011-01-10,Spring,2011,Jan,8,0,Mon,Weekday,Misty,0.12,0.1212,0.5,0.2836,4,184,188,Medium Activity
219,2011-01-10,Spring,2011,Jan,9,0,Mon,Weekday,Misty,0.14,0.1212,0.5,0.2537,2,92,94,Medium Activity
220,2011-01-10,Spring,2011,Jan,10,0,Mon,Weekday,Misty,0.14,0.1212,0.5,0.2985,0,31,31,Low Activity
221,2011-01-10,Spring,2011,Jan,11,0,Mon,Weekday,Misty,0.16,0.1364,0.47,0.2836,2,28,30,Low Activity
222,2011-01-10,Spring,2011,Jan,12,0,Mon,Weekday,Misty,0.2,0.1818,0.4,0.2836,5,47,52,Medium Activity
223,2011-01-10,Spring,2011,Jan,13,0,Mon,Weekday,Misty,0.2,0.1818,0.4,0.2836,4,50,54,Medium Activity
224,2011-01-10,Spring,2011,Jan,14,0,Mon,Weekday,Misty,0.2,0.197,0.4,0.2239,0,47,47,Medium Activity
225,2011-01-10,Spring,2011,Jan,15,0,Mon,Weekday,Misty,0.2,0.197,0.4,0.2239,2,43,45,Medium Activity
226,2011-01-10,Spring,2011,Jan,16,0,Mon,Weekday,Clear,0.2,0.2121,0.4,0.1343,4,70,74,Medium Activity
227,2011-01-10,Spring,2011,Jan,17,0,Mon,Weekday,Clear,0.2,0.2273,0.4,0.1045,4,174,178,Medium Activity
228,2011-01-10,Spring,2011,Jan,18,0,Mon,Weekday,Clear,0.2,0.197,0.4,0.2239,1,154,155,Medium Activity
229,2011-01-10,Spring,2011,Jan,19,0,Mon,Weekday,Clear,0.16,0.1667,0.47,0.1642,3,92,95,Medium Activity
230,2011-01-10,Spring,2011,Jan,20,0,Mon,Weekday,Clear,0.16,0.1667,0.5,0.1642,1,73,74,Medium Activity
231,2011-01-10,Spring,2011,Jan,21,0,Mon,Weekday,Clear,0.14,0.1364,0.59,0.194,1,37,38,Low Activity
232,2011-01-10,Spring,2011,Jan,22,0,Mon,Weekday,Clear,0.14,0.1515,0.59,0.1642,2,22,24,Low Activity
233,2011-01-10,Spring,2011,Jan,23,0,Mon,Weekday,Clear,0.14,0.1515,0.59,0.1642,0,18,18,Low Activity
234,2011-01-11,Spring,2011,Jan,0,0,Tue,Weekday,Clear,0.14,0.1667,0.59,0.1045,2,10,12,Low Activity
235,2011-01-11,Spring,2011,Jan,1,0,Tue,Weekday,Clear,0.14,0.1515,0.59,0.1642,0,3,3,Low Activity
236,2011-01-11,Spring,2011,Jan,2,0,Tue,Weekday,Misty,0.16,0.1515,0.55,0.194,0,3,3,Low Activity
237,2011-01-11,Spring,2011,Jan,5,0,Tue,Weekday,Misty,0.16,0.1818,0.55,0.1343,0,6,6,Low Activity
238,2011-01-11,Spring,2011,Jan,6,0,Tue,Weekday,Misty,0.16,0.1818,0.55,0.1343,0,27,27,Low Activity
239,2011-01-11,Spring,2011,Jan,7,0,Tue,Weekday,Misty,0.16,0.2273,0.55,0.0,2,97,99,Medium Activity
240,2011-01-11,Spring,2011,Jan,8,0,Tue,Weekday,Misty,0.18,0.2121,0.51,0.0896,3,214,217,Medium Activity
241,2011-01-11,Spring,2011,Jan,9,0,Tue,Weekday,Misty,0.18,0.197,0.51,0.1642,3,127,130,Medium Activity
242,2011-01-11,Spring,2011,Jan,10,0,Tue,Weekday,Misty,0.2,0.2121,0.51,0.1642,3,51,54,Medium Activity
243,2011-01-11,Spring,2011,Jan,11,0,Tue,Weekday,Misty,0.2,0.2121,0.47,0.1343,4,31,35,Low Activity
244,2011-01-11,Spring,2011,Jan,12,0,Tue,Weekday,Misty,0.2,0.2273,0.51,0.1045,2,55,57,Medium Activity
245,2011-01-11,Spring,2011,Jan,13,0,Tue,Weekday,Misty,0.2,0.2273,0.59,0.0896,6,46,52,Medium Activity
246,2011-01-11,Spring,2011,Jan,14,0,Tue,Weekday,Misty,0.2,0.2273,0.59,0.0896,3,60,63,Medium Activity
247,2011-01-11,Spring,2011,Jan,15,0,Tue,Weekday,Misty,0.16,0.197,0.8,0.0896,2,45,47,Medium Activity
248,2011-01-11,Spring,2011,Jan,16,0,Tue,Weekday,Misty,0.16,0.1515,0.86,0.2239,4,72,76,Medium Activity
249,2011-01-11,Spring,2011,Jan,17,0,Tue,Weekday,Misty,0.16,0.1515,0.86,0.2239,6,130,136,Medium Activity
250,2011-01-11,Spring,2011,Jan,18,0,Tue,Weekday,Light_rain,0.16,0.1818,0.93,0.1045,1,94,95,Medium Activity
251,2011-01-11,Spring,2011,Jan,19,0,Tue,Weekday,Light_rain,0.16,0.2273,0.93,0.0,0,51,51,Medium Activity
252,2011-01-11,Spring,2011,Jan,20,0,Tue,Weekday,Light_rain,0.16,0.1515,0.93,0.194,0,32,32,Low Activity
253,2011-01-11,Spring,2011,Jan,21,0,Tue,Weekday,Light_rain,0.16,0.197,0.86,0.0896,0,20,20,Low Activity
254,2011-01-11,Spring,2011,Jan,22,0,Tue,Weekday,Light_rain,0.16,0.1818,0.93,0.1045,1,28,29,Low Activity
255,2011-01-11,Spring,2011,Jan,23,0,Tue,Weekday,Light_rain,0.16,0.197,0.93,0.0896,1,18,19,Low Activity
256,2011-01-12,Spring,2011,Jan,0,0,Wed,Weekday,Misty,0.16,0.197,0.86,0.0896,0,7,7,Low Activity
257,2011-01-12,Spring,2011,Jan,1,0,Wed,Weekday,Misty,0.16,0.1818,0.86,0.1045,0,6,6,Low Activity
258,2011-01-12,Spring,2011,Jan,2,0,Wed,Weekday,Clear,0.14,0.1515,0.86,0.1343,0,1,1,Low Activity
259,2011-01-12,Spring,2011,Jan,5,0,Wed,Weekday,Clear,0.14,0.1515,0.86,0.1642,0,5,5,Low Activity
260,2011-01-12,Spring,2011,Jan,6,0,Wed,Weekday,Clear,0.12,0.1515,0.93,0.1343,0,16,16,Low Activity
261,2011-01-12,Spring,2011,Jan,7,0,Wed,Weekday,Clear,0.14,0.1515,0.69,0.1343,0,54,54,Medium Activity
262,2011-01-12,Spring,2011,Jan,8,0,Wed,Weekday,Clear,0.16,0.1667,0.59,0.1642,3,125,128,Medium Activity
263,2011-01-12,Spring,2011,Jan,9,0,Wed,Weekday,Clear,0.16,0.1364,0.59,0.3284,3,78,81,Medium Activity
264,2011-01-12,Spring,2011,Jan,10,0,Wed,Weekday,Clear,0.18,0.1818,0.55,0.2239,0,39,39,Low Activity
265,2011-01-12,Spring,2011,Jan,11,0,Wed,Weekday,Clear,0.2,0.1818,0.51,0.3881,3,32,35,Low Activity
266,2011-01-12,Spring,2011,Jan,12,0,Wed,Weekday,Clear,0.2,0.1515,0.47,0.5821,3,52,55,Medium Activity
267,2011-01-12,Spring,2011,Jan,13,0,Wed,Weekday,Clear,0.22,0.197,0.44,0.3582,0,49,49,Medium Activity
268,2011-01-12,Spring,2011,Jan,14,0,Wed,Weekday,Clear,0.2,0.1818,0.47,0.3284,0,44,44,Medium Activity
269,2011-01-12,Spring,2011,Jan,15,0,Wed,Weekday,Clear,0.2,0.1667,0.47,0.4179,1,48,49,Medium Activity
270,2011-01-12,Spring,2011,Jan,16,0,Wed,Weekday,Clear,0.22,0.197,0.44,0.3284,5,63,68,Medium Activity
271,2011-01-12,Spring,2011,Jan,17,0,Wed,Weekday,Clear,0.2,0.1818,0.47,0.3582,0,139,139,Medium Activity
272,2011-01-12,Spring,2011,Jan,18,0,Wed,Weekday,Clear,0.2,0.1515,0.47,0.5224,2,135,137,Medium Activity
273,2011-01-12,Spring,2011,Jan,19,0,Wed,Weekday,Clear,0.18,0.1515,0.47,0.4179,1,82,83,Medium Activity
274,2011-01-12,Spring,2011,Jan,20,0,Wed,Weekday,Clear,0.16,0.1364,0.5,0.3284,2,54,56,Medium Activity
275,2011-01-12,Spring,2011,Jan,21,0,Wed,Weekday,Clear,0.16,0.1364,0.55,0.3284,0,57,57,Medium Activity
276,2011-01-12,Spring,2011,Jan,22,0,Wed,Weekday,Clear,0.16,0.1212,0.55,0.4478,1,32,33,Low Activity
277,2011-01-12,Spring,2011,Jan,23,0,Wed,Weekday,Clear,0.14,0.1061,0.59,0.4179,1,19,20,Low Activity
278,2011-01-13,Spring,2011,Jan,0,0,Thu,Weekday,Clear,0.14,0.1212,0.59,0.2836,1,6,7,Low Activity
279,2011-01-13,Spring,2011,Jan,1,0,Thu,Weekday,Clear,0.14,0.1212,0.5,0.2836,0,2,2,Low Activity
280,2011-01-13,Spring,2011,Jan,2,0,Thu,Weekday,Clear,0.14,0.1212,0.5,0.3582,0,2,2,Low Activity
281,2011-01-13,Spring,2011,Jan,3,0,Thu,Weekday,Clear,0.14,0.1212,0.5,0.3284,0,3,3,Low Activity
282,2011-01-13,Spring,2011,Jan,4,0,Thu,Weekday,Clear,0.14,0.1212,0.5,0.2537,0,4,4,Low Activity
283,2011-01-13,Spring,2011,Jan,5,0,Thu,Weekday,Clear,0.14,0.1212,0.5,0.2985,0,3,3,Low Activity
284,2011-01-13,Spring,2011,Jan,6,0,Thu,Weekday,Clear,0.12,0.1515,0.54,0.1343,0,28,28,Low Activity
285,2011-01-13,Spring,2011,Jan,7,0,Thu,Weekday,Clear,0.12,0.1515,0.54,0.1343,0,72,72,Medium Activity
286,2011-01-13,Spring,2011,Jan,8,0,Thu,Weekday,Clear,0.14,0.1364,0.5,0.194,5,197,202,Medium Activity
287,2011-01-13,Spring,2011,Jan,9,0,Thu,Weekday,Clear,0.14,0.1212,0.5,0.3284,2,137,139,Medium Activity
288,2011-01-13,Spring,2011,Jan,10,0,Thu,Weekday,Misty,0.16,0.1364,0.5,0.3582,2,36,38,Low Activity
289,2011-01-13,Spring,2011,Jan,11,0,Thu,Weekday,Misty,0.2,0.1667,0.44,0.4478,4,33,37,Low Activity
290,2011-01-13,Spring,2011,Jan,12,0,Thu,Weekday,Clear,0.2,0.1667,0.44,0.4179,3,49,52,Medium Activity
291,2011-01-13,Spring,2011,Jan,13,0,Thu,Weekday,Clear,0.22,0.197,0.41,0.4478,2,81,83,Medium Activity
292,2011-01-13,Spring,2011,Jan,14,0,Thu,Weekday,Clear,0.22,0.197,0.41,0.3881,3,39,42,Medium Activity
293,2011-01-13,Spring,2011,Jan,15,0,Thu,Weekday,Clear,0.24,0.2121,0.38,0.2985,5,55,60,Medium Activity
294,2011-01-13,Spring,2011,Jan,16,0,Thu,Weekday,Clear,0.24,0.2121,0.38,0.3582,2,76,78,Medium Activity
295,2011-01-13,Spring,2011,Jan,17,0,Thu,Weekday,Clear,0.2,0.1818,0.4,0.2836,4,158,162,Medium Activity
296,2011-01-13,Spring,2011,Jan,18,0,Thu,Weekday,Clear,0.2,0.1818,0.4,0.3284,3,141,144,Medium Activity
297,2011-01-13,Spring,2011,Jan,19,0,Thu,Weekday,Clear,0.16,0.1515,0.47,0.2537,1,98,99,Medium Activity
298,2011-01-13,Spring,2011,Jan,20,0,Thu,Weekday,Clear,0.16,0.1515,0.47,0.2239,0,64,64,Medium Activity
299,2011-01-13,Spring,2011,Jan,21,0,Thu,Weekday,Clear,0.14,0.1212,0.46,0.2985,0,40,40,Medium Activity
300,2011-01-13,Spring,2011,Jan,22,0,Thu,Weekday,Clear,0.14,0.1212,0.46,0.3284,0,30,30,Low Activity
301,2011-01-13,Spring,2011,Jan,23,0,Thu,Weekday,Clear,0.12,0.1364,0.5,0.194,1,14,15,Low Activity
302,2011-01-14,Spring,2011,Jan,0,0,Fri,Weekday,Clear,0.12,0.1364,0.5,0.194,0,14,14,Low Activity
303,2011-01-14,Spring,2011,Jan,1,0,Fri,Weekday,Clear,0.1,0.1212,0.54,0.1642,0,5,5,Low Activity
304,2011-01-14,Spring,2011,Jan,2,0,Fri,Weekday,Clear,0.1,0.1212,0.54,0.1343,0,1,1,Low Activity
305,2011-01-14,Spring,2011,Jan,3,0,Fri,Weekday,Clear,0.1,0.1364,0.54,0.1045,0,1,1,Low Activity
306,2011-01-14,Spring,2011,Jan,5,0,Fri,Weekday,Clear,0.1,0.1364,0.54,0.0896,0,8,8,Low Activity
307,2011-01-14,Spring,2011,Jan,6,0,Fri,Weekday,Clear,0.1,0.1818,0.54,0.0,0,17,17,Low Activity
308,2011-01-14,Spring,2011,Jan,7,0,Fri,Weekday,Clear,0.1,0.1212,0.74,0.1642,0,70,70,Medium Activity
309,2011-01-14,Spring,2011,Jan,8,0,Fri,Weekday,Clear,0.12,0.1667,0.68,0.0,2,156,158,Medium Activity
310,2011-01-14,Spring,2011,Jan,9,0,Fri,Weekday,Clear,0.14,0.1515,0.69,0.1343,0,117,117,Medium Activity
311,2011-01-14,Spring,2011,Jan,10,0,Fri,Weekday,Clear,0.18,0.1818,0.55,0.194,4,40,44,Medium Activity
312,2011-01-14,Spring,2011,Jan,11,0,Fri,Weekday,Clear,0.18,0.1667,0.51,0.2836,6,47,53,Medium Activity
313,2011-01-14,Spring,2011,Jan,12,0,Fri,Weekday,Clear,0.2,0.197,0.44,0.2537,2,59,61,Medium Activity
314,2011-01-14,Spring,2011,Jan,13,0,Fri,Weekday,Clear,0.22,0.197,0.37,0.3881,4,73,77,Medium Activity
315,2011-01-14,Spring,2011,Jan,14,0,Fri,Weekday,Clear,0.22,0.2121,0.41,0.2836,5,59,64,Medium Activity
316,2011-01-14,Spring,2011,Jan,15,0,Fri,Weekday,Clear,0.24,0.2424,0.38,0.1642,9,59,68,Medium Activity
317,2011-01-14,Spring,2011,Jan,16,0,Fri,Weekday,Clear,0.22,0.2424,0.41,0.1045,3,87,90,Medium Activity
318,2011-01-14,Spring,2011,Jan,17,0,Fri,Weekday,Clear,0.22,0.2273,0.41,0.1642,4,155,159,Medium Activity
319,2011-01-14,Spring,2011,Jan,18,0,Fri,Weekday,Clear,0.2,0.2576,0.47,0.0,5,134,139,Medium Activity
320,2011-01-14,Spring,2011,Jan,19,0,Fri,Weekday,Clear,0.16,0.197,0.59,0.0896,3,89,92,Medium Activity
321,2011-01-14,Spring,2011,Jan,20,0,Fri,Weekday,Clear,0.18,0.2424,0.59,0.0,0,68,68,Medium Activity
322,2011-01-14,Spring,2011,Jan,21,0,Fri,Weekday,Clear,0.16,0.2273,0.69,0.0,4,48,52,Medium Activity
323,2011-01-14,Spring,2011,Jan,22,0,Fri,Weekday,Misty,0.16,0.2273,0.69,0.0,2,34,36,Low Activity
324,2011-01-14,Spring,2011,Jan,23,0,Fri,Weekday,Misty,0.18,0.2424,0.55,0.0,1,26,27,Low Activity
325,2011-01-15,Spring,2011,Jan,0,0,Sat,Weekend,Clear,0.18,0.2424,0.55,0.0,3,25,28,Low Activity
326,2011-01-15,Spring,2011,Jan,1,0,Sat,Weekend,Misty,0.16,0.197,0.59,0.0896,2,18,20,Low Activity
327,2011-01-15,Spring,2011,Jan,2,0,Sat,Weekend,Misty,0.16,0.197,0.59,0.0896,0,12,12,Low Activity
328,2011-01-15,Spring,2011,Jan,3,0,Sat,Weekend,Misty,0.16,0.2273,0.59,0.0,1,7,8,Low Activity
329,2011-01-15,Spring,2011,Jan,4,0,Sat,Weekend,Misty,0.16,0.2273,0.59,0.0,0,5,5,Low Activity
330,2011-01-15,Spring,2011,Jan,5,0,Sat,Weekend,Clear,0.16,0.2273,0.59,0.0,0,1,1,Low Activity
331,2011-01-15,Spring,2011,Jan,6,0,Sat,Weekend,Clear,0.14,0.1667,0.63,0.1045,1,2,3,Low Activity
332,2011-01-15,Spring,2011,Jan,7,0,Sat,Weekend,Clear,0.14,0.2121,0.63,0.0,1,9,10,Low Activity
333,2011-01-15,Spring,2011,Jan,8,0,Sat,Weekend,Clear,0.14,0.1515,0.63,0.1343,1,22,23,Low Activity
334,2011-01-15,Spring,2011,Jan,9,0,Sat,Weekend,Clear,0.16,0.1818,0.64,0.1343,2,31,33,Low Activity
335,2011-01-15,Spring,2011,Jan,10,0,Sat,Weekend,Clear,0.18,0.197,0.59,0.1642,2,57,59,Medium Activity
336,2011-01-15,Spring,2011,Jan,11,0,Sat,Weekend,Clear,0.2,0.197,0.55,0.2239,18,54,72,Medium Activity
337,2011-01-15,Spring,2011,Jan,12,0,Sat,Weekend,Clear,0.24,0.2273,0.48,0.2239,15,74,89,Medium Activity
338,2011-01-15,Spring,2011,Jan,13,0,Sat,Weekend,Clear,0.28,0.2576,0.38,0.2985,21,80,101,Medium Activity
339,2011-01-15,Spring,2011,Jan,14,0,Sat,Weekend,Clear,0.3,0.2879,0.39,0.2836,26,92,118,Medium Activity
340,2011-01-15,Spring,2011,Jan,15,0,Sat,Weekend,Misty,0.32,0.3182,0.36,0.194,21,108,129,Medium Activity
341,2011-01-15,Spring,2011,Jan,16,0,Sat,Weekend,Misty,0.34,0.3333,0.34,0.194,33,95,128,Medium Activity
342,2011-01-15,Spring,2011,Jan,17,0,Sat,Weekend,Misty,0.32,0.303,0.36,0.2836,29,54,83,Medium Activity
343,2011-01-15,Spring,2011,Jan,18,0,Sat,Weekend,Misty,0.3,0.2879,0.45,0.2537,15,69,84,Medium Activity
344,2011-01-15,Spring,2011,Jan,19,0,Sat,Weekend,Misty,0.32,0.303,0.39,0.2537,14,60,74,Medium Activity
345,2011-01-15,Spring,2011,Jan,20,0,Sat,Weekend,Misty,0.32,0.303,0.39,0.2537,6,35,41,Medium Activity
346,2011-01-15,Spring,2011,Jan,21,0,Sat,Weekend,Misty,0.32,0.303,0.39,0.2239,6,51,57,Medium Activity
347,2011-01-15,Spring,2011,Jan,22,0,Sat,Weekend,Misty,0.3,0.3182,0.42,0.1045,0,26,26,Low Activity
348,2011-01-15,Spring,2011,Jan,23,0,Sat,Weekend,Clear,0.3,0.2879,0.45,0.2836,5,39,44,Medium Activity
349,2011-01-16,Spring,2011,Jan,0,0,Sun,Weekend,Clear,0.26,0.303,0.56,0.0,6,33,39,Low Activity
350,2011-01-16,Spring,2011,Jan,1,0,Sun,Weekend,Clear,0.26,0.2727,0.56,0.1343,4,19,23,Low Activity
351,2011-01-16,Spring,2011,Jan,2,0,Sun,Weekend,Clear,0.26,0.2879,0.56,0.0896,3,13,16,Low Activity
352,2011-01-16,Spring,2011,Jan,3,0,Sun,Weekend,Clear,0.22,0.2727,0.69,0.0,9,6,15,Low Activity
353,2011-01-16,Spring,2011,Jan,4,0,Sun,Weekend,Clear,0.26,0.2576,0.56,0.1642,0,1,1,Low Activity
354,2011-01-16,Spring,2011,Jan,5,0,Sun,Weekend,Misty,0.26,0.2576,0.56,0.1642,1,1,2,Low Activity
355,2011-01-16,Spring,2011,Jan,6,0,Sun,Weekend,Misty,0.26,0.2576,0.56,0.1642,0,1,1,Low Activity
356,2011-01-16,Spring,2011,Jan,7,0,Sun,Weekend,Misty,0.24,0.2121,0.56,0.2985,0,3,3,Low Activity
357,2011-01-16,Spring,2011,Jan,8,0,Sun,Weekend,Clear,0.22,0.2121,0.55,0.2836,0,18,18,Low Activity
358,2011-01-16,Spring,2011,Jan,9,0,Sun,Weekend,Clear,0.22,0.2121,0.51,0.2537,3,29,32,Low Activity
359,2011-01-16,Spring,2011,Jan,10,0,Sun,Weekend,Clear,0.22,0.2121,0.51,0.2836,8,71,79,Medium Activity
360,2011-01-16,Spring,2011,Jan,11,0,Sun,Weekend,Clear,0.24,0.2273,0.44,0.2537,23,70,93,Medium Activity
361,2011-01-16,Spring,2011,Jan,12,0,Sun,Weekend,Clear,0.24,0.2121,0.41,0.2836,29,75,104,Medium Activity
362,2011-01-16,Spring,2011,Jan,13,0,Sun,Weekend,Clear,0.26,0.2273,0.35,0.2985,23,95,118,Medium Activity
363,2011-01-16,Spring,2011,Jan,14,0,Sun,Weekend,Clear,0.28,0.2727,0.36,0.2537,22,69,91,Medium Activity
364,2011-01-16,Spring,2011,Jan,15,0,Sun,Weekend,Clear,0.26,0.2424,0.38,0.2537,35,78,113,Medium Activity
365,2011-01-16,Spring,2011,Jan,16,0,Sun,Weekend,Clear,0.24,0.2273,0.38,0.2239,22,77,99,Medium Activity
366,2011-01-16,Spring,2011,Jan,17,0,Sun,Weekend,Clear,0.22,0.2121,0.37,0.2537,23,82,105,Medium Activity
367,2011-01-16,Spring,2011,Jan,18,0,Sun,Weekend,Clear,0.2,0.2121,0.4,0.1642,11,56,67,Medium Activity
368,2011-01-16,Spring,2011,Jan,19,0,Sun,Weekend,Clear,0.18,0.197,0.47,0.1343,14,47,61,Medium Activity
369,2011-01-16,Spring,2011,Jan,20,0,Sun,Weekend,Clear,0.18,0.197,0.47,0.1642,7,50,57,Medium Activity
370,2011-01-16,Spring,2011,Jan,21,0,Sun,Weekend,Clear,0.18,0.197,0.51,0.1642,6,22,28,Low Activity
371,2011-01-16,Spring,2011,Jan,22,0,Sun,Weekend,Misty,0.2,0.2121,0.49,0.1343,2,19,21,Low Activity
372,2011-01-16,Spring,2011,Jan,23,0,Sun,Weekend,Misty,0.2,0.2273,0.4,0.1045,0,18,18,Low Activity
373,2011-01-17,Spring,2011,Jan,0,1,Mon,Weekend,Misty,0.2,0.197,0.47,0.2239,1,16,17,Low Activity
374,2011-01-17,Spring,2011,Jan,1,1,Mon,Weekend,Misty,0.2,0.197,0.44,0.194,1,15,16,Low Activity
375,2011-01-17,Spring,2011,Jan,2,1,Mon,Weekend,Misty,0.18,0.1667,0.43,0.2537,0,8,8,Low Activity
376,2011-01-17,Spring,2011,Jan,3,1,Mon,Weekend,Misty,0.18,0.1818,0.43,0.194,0,2,2,Low Activity
377,2011-01-17,Spring,2011,Jan,4,1,Mon,Weekend,Misty,0.18,0.197,0.43,0.1343,1,2,3,Low Activity
378,2011-01-17,Spring,2011,Jan,5,1,Mon,Weekend,Misty,0.18,0.197,0.43,0.1642,0,1,1,Low Activity
379,2011-01-17,Spring,2011,Jan,6,1,Mon,Weekend,Misty,0.18,0.1818,0.43,0.194,0,5,5,Low Activity
380,2011-01-17,Spring,2011,Jan,7,1,Mon,Weekend,Misty,0.16,0.1818,0.5,0.1343,4,9,13,Low Activity
381,2011-01-17,Spring,2011,Jan,8,1,Mon,Weekend,Misty,0.16,0.1515,0.47,0.2239,3,30,33,Low Activity
382,2011-01-17,Spring,2011,Jan,9,1,Mon,Weekend,Misty,0.16,0.1515,0.47,0.2239,8,39,47,Medium Activity
383,2011-01-17,Spring,2011,Jan,10,1,Mon,Weekend,Misty,0.16,0.1515,0.5,0.2537,7,50,57,Medium Activity
384,2011-01-17,Spring,2011,Jan,11,1,Mon,Weekend,Misty,0.16,0.1515,0.55,0.194,9,55,64,Medium Activity
385,2011-01-17,Spring,2011,Jan,12,1,Mon,Weekend,Misty,0.18,0.197,0.47,0.1343,10,70,80,Medium Activity
386,2011-01-17,Spring,2011,Jan,13,1,Mon,Weekend,Misty,0.18,0.197,0.47,0.1343,13,80,93,Medium Activity
387,2011-01-17,Spring,2011,Jan,14,1,Mon,Weekend,Misty,0.18,0.2121,0.43,0.1045,12,74,86,Medium Activity
388,2011-01-17,Spring,2011,Jan,15,1,Mon,Weekend,Misty,0.2,0.2121,0.47,0.1642,21,72,93,Medium Activity
389,2011-01-17,Spring,2011,Jan,16,1,Mon,Weekend,Misty,0.2,0.2121,0.47,0.1642,6,76,82,Medium Activity
390,2011-01-17,Spring,2011,Jan,17,1,Mon,Weekend,Clear,0.2,0.197,0.51,0.194,4,67,71,Medium Activity
391,2011-01-17,Spring,2011,Jan,18,1,Mon,Weekend,Misty,0.18,0.1667,0.55,0.2537,7,85,92,Medium Activity
392,2011-01-17,Spring,2011,Jan,19,1,Mon,Weekend,Light_rain,0.18,0.1818,0.59,0.194,2,58,60,Medium Activity
393,2011-01-17,Spring,2011,Jan,20,1,Mon,Weekend,Light_rain,0.16,0.1515,0.8,0.194,4,29,33,Low Activity
394,2011-01-17,Spring,2011,Jan,21,1,Mon,Weekend,Light_rain,0.16,0.1515,0.8,0.194,3,24,27,Low Activity
395,2011-01-17,Spring,2011,Jan,22,1,Mon,Weekend,Light_rain,0.14,0.1212,0.93,0.2537,0,13,13,Low Activity
396,2011-01-17,Spring,2011,Jan,23,1,Mon,Weekend,Light_rain,0.16,0.1364,0.86,0.2836,1,3,4,Low Activity
397,2011-01-18,Spring,2011,Jan,12,0,Tue,Weekday,Misty,0.2,0.1818,0.86,0.3284,0,3,3,Low Activity
398,2011-01-18,Spring,2011,Jan,13,0,Tue,Weekday,Misty,0.2,0.197,0.86,0.2239,0,22,22,Low Activity
399,2011-01-18,Spring,2011,Jan,14,0,Tue,Weekday,Misty,0.22,0.2273,0.8,0.1642,2,26,28,Low Activity
400,2011-01-18,Spring,2011,Jan,15,0,Tue,Weekday,Misty,0.22,0.2273,0.87,0.1642,3,32,35,Low Activity
401,2011-01-18,Spring,2011,Jan,16,0,Tue,Weekday,Misty,0.22,0.2273,0.87,0.194,0,61,61,Medium Activity
402,2011-01-18,Spring,2011,Jan,17,0,Tue,Weekday,Misty,0.22,0.2273,0.82,0.194,1,124,125,Medium Activity
403,2011-01-18,Spring,2011,Jan,18,0,Tue,Weekday,Misty,0.22,0.2273,0.8,0.1642,1,132,133,Medium Activity
404,2011-01-18,Spring,2011,Jan,19,0,Tue,Weekday,Misty,0.22,0.2273,0.8,0.1343,1,98,99,Medium Activity
405,2011-01-18,Spring,2011,Jan,20,0,Tue,Weekday,Misty,0.22,0.2727,0.87,0.0,0,83,83,Medium Activity
406,2011-01-18,Spring,2011,Jan,21,0,Tue,Weekday,Misty,0.22,0.2424,0.93,0.1045,0,41,41,Medium Activity
407,2011-01-18,Spring,2011,Jan,22,0,Tue,Weekday,Misty,0.22,0.2576,0.93,0.0896,0,33,33,Low Activity
408,2011-01-18,Spring,2011,Jan,23,0,Tue,Weekday,Misty,0.22,0.2727,0.93,0.0,1,19,20,Low Activity
409,2011-01-19,Spring,2011,Jan,0,0,Wed,Weekday,Misty,0.22,0.2727,0.93,0.0,0,3,3,Low Activity
410,2011-01-19,Spring,2011,Jan,1,0,Wed,Weekday,Light_rain,0.22,0.2273,0.93,0.1343,1,6,7,Low Activity
411,2011-01-19,Spring,2011,Jan,2,0,Wed,Weekday,Light_rain,0.22,0.2273,0.93,0.1343,0,3,3,Low Activity
412,2011-01-19,Spring,2011,Jan,4,0,Wed,Weekday,Light_rain,0.22,0.2273,0.93,0.1343,1,1,2,Low Activity
413,2011-01-19,Spring,2011,Jan,5,0,Wed,Weekday,Misty,0.22,0.2576,0.93,0.0896,0,7,7,Low Activity
